Code_commune_INSEE;Nom_commune;Code_postal;Ligne_5;Libellé_d_acheminement;coordonnees_gps
76618;PETIT CAUX;76370;ST MARTIN EN CAMPAGNE;PETIT CAUX;49.9614365259,1.21910748031
76480;OCQUEVILLE;76450;;OCQUEVILLE;49.797976245,0.685755731382
80194;CHUIGNES;80340;;CHUIGNES;49.8980530703,2.75163038239
76618;PETIT CAUX;76630;ASSIGNY;PETIT CAUX;49.9614365259,1.21910748031
76490;OURVILLE EN CAUX;76450;;OURVILLE EN CAUX;49.7327387861,0.598993581488
80208;CONTEVILLE;80370;;CONTEVILLE;50.1794083006,2.06745109886
76618;PETIT CAUX;76630;GUILMECOURT;PETIT CAUX;49.9614365259,1.21910748031
76493;PALUEL;76450;;PALUEL;49.8443584396,0.630759269257
80212;CORBIE;80800;;CORBIE;49.9202042489,2.49498506906
76618;PETIT CAUX;76910;TOCQUEVILLE SUR EU;PETIT CAUX;49.9614365259,1.21910748031
76497;PETIT COURONNE;76650;;PETIT COURONNE;49.3807622557,1.03422612047
80216;COURCELETTE;80300;;COURCELETTE;50.0596663352,2.74385000997
76620;ST MARTIN L HORTIER;76270;;ST MARTIN L HORTIER;49.7458247482,1.40341149871
76501;PIERREFIQUES;76280;;PIERREFIQUES;49.6746159893,0.230254872539
80218;COURCELLES SOUS MOYENCOURT;80290;;COURCELLES SOUS MOYENCOURT;49.8097148289,2.04154408468
76623;ST MICHEL D HALESCOURT;76440;;ST MICHEL D HALESCOURT;49.6092134017,1.65667640584
76503;PISSY POVILLE;76360;;PISSY POVILLE;49.5338000532,1.00170847725
80224;CRESSY OMENCOURT;80190;;CRESSY OMENCOURT;49.7175340388,2.90771256914
76624;ST NICOLAS D ALIERMONT;76510;;ST NICOLAS D ALIERMONT;49.874204912,1.23753225509
76513;QUEVILLON;76840;;QUEVILLON;49.4150162102,0.960559393697
80230;CURCHY;80190;;CURCHY;49.7790671802,2.86870993814
76629;ST OUEN LE MAUGER;76730;;ST OUEN LE MAUGER;49.7600761839,0.959021389482
76517;QUINCAMPOIX;76230;;QUINCAMPOIX;49.5206144276,1.17779386986
80232;DAMERY;80700;;DAMERY;49.7307619763,2.73676908988
76631;ST PAER;76480;;ST PAER;49.5236063691,0.882805542616
76537;RONCHOIS;76390;;RONCHOIS;49.7241000601,1.62317523533
80233;DANCOURT POPINCOURT;80700;;DANCOURT POPINCOURT;49.6656361269,2.73132114771
76634;ST PIERRE DE MANNEVILLE;76113;;ST PIERRE DE MANNEVILLE;49.3925053636,0.941378967074
76538;ROSAY;76680;;ROSAY;49.6967765846,1.25569705203
80237;DEMUIN;80110;;DEMUIN;49.8163771889,2.53950066337
76635;ST PIERRE DES JONQUIERES;76660;;ST PIERRE DES JONQUIERES;49.8485799003,1.45100007489
76543;ROUVILLE;76210;;ROUVILLE;49.6266913662,0.498324037116
80239;DEVISE;80200;;DEVISE;49.8511316053,3.00863370114
76640;ST PIERRE LES ELBEUF;76320;;ST PIERRE LES ELBEUF;49.2778967618,1.04793816865
76545;ROUXMESNIL BOUTEILLES;76370;;ROUXMESNIL BOUTEILLES;49.8998914455,1.09967062889
80242;DOMART SUR LA LUCE;80110;;DOMART SUR LA LUCE;49.8261059285,2.48829178135
76652;ST VAAST D EQUIQUEVILLE;76510;;ST VAAST D EQUIQUEVILLE;49.8151815963,1.26095923266
76546;ROYVILLE;76730;;ROYVILLE;49.7792247048,0.953001666034
80251;DOUDELAINVILLE;80140;;DOUDELAINVILLE;50.000881757,1.76404331717
76654;ST VAAST DU VAL;76890;;ST VAAST DU VAL;49.6860662177,1.00949278238
76547;LA RUE ST PIERRE;76690;;LA RUE ST PIERRE;49.5669983752,1.25404333908
80259;DROMESNIL;80640;;DROMESNIL;49.8773914061,1.86918109607
76656;ST VICTOR L ABBAYE;76890;;ST VICTOR L ABBAYE;49.664925198,1.1242184406
76549;SAANE ST JUST;76730;;SAANE ST JUST;49.7568971698,0.923549334119
80261;DURY;80480;;DURY;49.8524314645,2.27669568816
76670;SENNEVILLE SUR FECAMP;76400;;SENNEVILLE SUR FECAMP;49.7721134849,0.41525001597
76551;SAINNEVILLE;76430;;SAINNEVILLE;49.5524608595,0.292951344544
80263;L ECHELLE ST AURIN;80700;;L ECHELLE ST AURIN;49.6903778233,2.71710736022
76672;SERQUEUX;76440;;SERQUEUX;49.627931643,1.54524472331
76557;ST ARNOULT;76490;;ST ARNOULT;49.5366520246,0.677043533438
80267;ENNEMAIN;80200;;ENNEMAIN;49.8401372627,2.95682894761
76673;SERVAVILLE SALMONVILLE;76116;;SERVAVILLE SALMONVILLE;49.4774090441,1.27092811678
76558;ST AUBIN CELLOVILLE;76520;;ST AUBIN CELLOVILLE;49.3755064036,1.16040863034
80271;EPEHY;80740;;EPEHY;50.0062828894,3.13298664943
76678;SOMMERY;76440;;SOMMERY;49.6386546895,1.4466058642
76559;ST AUBIN DE CRETOT;76190;;ST AUBIN DE CRETOT;49.5726933909,0.630520111377
80275;EQUANCOURT;80360;;EQUANCOURT;50.0353500187,3.01428549261
76685;THEROULDEVILLE;76540;;THEROULDEVILLE;49.7564638049,0.523235594162
76562;ST AUBIN LE CAUF;76510;;ST AUBIN LE CAUF;49.8678815711,1.17642488577
80282;ERONDELLE;80580;;ERONDELLE;50.0466779829,1.87770627984
76691;LE THIL RIBERPRE;76440;;LE THIL RIBERPRE;49.6378126411,1.57999987138
76563;ST AUBIN ROUTOT;76430;;ST AUBIN ROUTOT;49.5224149868,0.318821441812
80295;ETINEHEM MERICOURT;80340;ETINEHEM;ETINEHEM MERICOURT;49.9355483408,2.68802553545
76694;TOCQUEVILLE EN CAUX;76730;;TOCQUEVILLE EN CAUX;49.7833597392,0.909677051286
76564;ST AUBIN SUR MER;76740;;ST AUBIN SUR MER;49.8888204893,0.875914099002
80302;FAVEROLLES;80500;;FAVEROLLES;49.6455544304,2.61943483377
76702;TOUFFREVILLE LA CORBELINE;76190;;TOUFFREVILLE LA CORBELINE;49.5845925049,0.764046318102
76567;STE BEUVE EN RIVIERE;76270;;STE BEUVE EN RIVIERE;49.7583870059,1.52758714381
80303;FAVIERES;80120;;FAVIERES;50.2347245529,1.6686251564
76716;TURRETOT;76280;;TURRETOT;49.6100649782,0.240595892185
76568;ST CLAIR SUR LES MONTS;76190;;ST CLAIR SUR LES MONTS;49.6020863264,0.784520444283
80304;FAY;80200;;FAY;49.8873496451,2.80237864431
76724;VATIERVILLE;76270;;VATIERVILLE;49.7878030186,1.51841416883
76576;ST EUSTACHE LA FORET;76210;;ST EUSTACHE LA FORET;49.5542884203,0.451368836604
80310;FIENVILLERS;80750;;FIENVILLERS;50.1178805706,2.23440676149
76727;VATTEVILLE LA RUE;76940;;VATTEVILLE LA RUE;49.4536083557,0.684145070402
76577;STE FOY;76590;;STE FOY;49.7989403084,1.1394452282
80312;FINS;80360;;FINS;50.0420364674,3.04221057518
76731;VENESTANVILLE;76730;;VENESTANVILLE;49.793944609,0.898683720517
76583;ST GERMAIN SOUS CAILLY;76690;;ST GERMAIN SOUS CAILLY;49.578635059,1.20932162589
80316;FLESSELLES;80260;;FLESSELLES;50.0032539438,2.25940625975
76732;BUTOT VENESVILLE;76450;;BUTOT VENESVILLE;49.8159183889,0.58596239014
76586;ST GILLES DE LA NEUVILLE;76430;;ST GILLES DE LA NEUVILLE;49.5728995947,0.370560315612
80329;FORCEVILLE;80560;;FORCEVILLE EN AMIENOIS;50.0660087651,2.5554412385
76732;BUTOT VENESVILLE;76450;BUTOT EN CAUX;BUTOT VENESVILLE;49.8159183889,0.58596239014
76588;ST HELLIER;76680;;ST HELLIER;49.739289577,1.19753481134
80334;FOSSEMANANT;80160;;FOSSEMANANT;49.8021156407,2.1900941827
76735;VEULES LES ROSES;76980;;VEULES LES ROSES;49.8667629374,0.78608035194
76589;ST HONORE;76590;;ST HONORE;49.7837336028,1.15649576765
80339;FOUQUESCOURT;80170;;FOUQUESCOURT;49.7707802133,2.74741302134
76741;VILLAINVILLE;76280;;VILLAINVILLE;49.6596668934,0.239594399689
76594;ST JEAN DU CARDONNAY;76150;;ST JEAN DU CARDONNAY;49.4997223949,1.01068314715
80357;FRESNOY AU VAL;80290;;FRESNOY AU VAL;49.8374899033,2.05143739704
76747;VIRVILLE;76110;;VIRVILLE;49.5920777641,0.356256177723
76605;STE MARGUERITE SUR MER;76119;;STE MARGUERITE SUR MER;49.9065952849,0.955245965887
80369;FROHEN SUR AUTHIE;80370;FROHEN LE PETIT;FROHEN SUR AUTHIE;50.2020618045,2.20851468779
76750;YAINVILLE;76480;;YAINVILLE;49.4569629192,0.827427548467
76609;STE MARIE AU BOSC;76280;;STE MARIE AU BOSC;49.6652973868,0.204761684966
80377;GEZAINCOURT;80600;;GEZAINCOURT;50.1393411723,2.31166746071
76753;YMARE;76520;;YMARE;49.3472419057,1.16708645894
76616;ST MARTIN DU MANOIR;76290;;ST MARTIN DU MANOIR;49.5371452361,0.234830159946
80384;GRANDCOURT;80300;;GRANDCOURT;50.0695593996,2.71123987118
76754;YPORT;76111;;YPORT;49.7346149721,0.314361829499
76617;ST MARTIN DU VIVIER;76160;;ST MARTIN DU VIVIER;49.470396647,1.15533430797
80388;GREBAULT MESNIL;80140;;GREBAULT MESNIL;50.0243091367,1.72232467954
76758;YVETOT;76190;;YVETOT;49.6175135557,0.761699633531
76618;PETIT CAUX;76370;DERCHIGNY;PETIT CAUX;49.9614365259,1.21910748031
80392;GROUCHES LUCHUEL;80600;;GROUCHES LUCHUEL;50.1821528022,2.38075340423
77007;ARGENTIERES;77390;;ARGENTIERES;48.6520584665,2.87089488924
76618;PETIT CAUX;76630;AUQUEMESNIL;PETIT CAUX;49.9614365259,1.21910748031
80406;HALLENCOURT;80490;HOCQUINCOURT;HALLENCOURT;49.9955608353,1.87489334789
77011;AUFFERVILLE;77570;;AUFFERVILLE;48.2049342797,2.60096783271
76618;PETIT CAUX;76630;ST QUENTIN AU BOSC;PETIT CAUX;49.9614365259,1.21910748031
80418;HARDECOURT AUX BOIS;80360;;HARDECOURT AUX BOIS;49.9931432498,2.81396139723
77016;BAGNEAUX SUR LOING;77167;;BAGNEAUX SUR LOING;48.2233131664,2.70750970158
89414;THORIGNY SUR OREUSE;89260;FLEURIGNY;THORIGNY SUR OREUSE;48.2981521482,3.3801934011
76622;ST MAURICE D ETELAN;76330;;ST MAURICE D ETELAN;49.4585668505,0.625051868596
80422;HAUTVILLERS OUVILLE;80132;;HAUTVILLERS OUVILLE;50.1697369629,1.82014998118
77020;BANNOST VILLEGAGNON;77970;;BANNOST VILLEGAGNON;48.6753809899,3.19190655288
89424;TRUCY SUR YONNE;89460;;TRUCY SUR YONNE;47.6277404821,3.64573699559
76636;ST PIERRE DE VARENGEVILLE;76480;;ST PIERRE DE VARENGEVILLE;49.5016042328,0.923668432121
80424;HEBECOURT;80680;;HEBECOURT;49.8182332629,2.25969752541
77021;BARBEY;77130;;BARBEY;48.3660335449,3.05001183138
89432;VAUDEURS;89320;;VAUDEURS;48.1307279337,3.55662521835
76679;SOMMESNIL;76560;;SOMMESNIL;49.7106673423,0.671152911759
80426;HEILLY;80800;;HEILLY;49.9611960311,2.52981039614
77023;BARCY;77910;;BARCY;49.0168774828,2.87655979952
89436;VENIZY;89210;;VENIZY;48.0660266782,3.67776590247
76680;SORQUAINVILLE;76540;;SORQUAINVILLE;49.7033186673,0.55523073972
80428;HEM MONACU;80360;;HEM MONACU;49.9573789855,2.84096165991
77026;BEAUCHERY ST MARTIN;77560;ST MARTIN CHENNETRON;BEAUCHERY ST MARTIN;48.6022245541,3.42081185296
89453;VILLEFARGEAU;89240;;VILLEFARGEAU;47.7882906541,3.48637705982
76684;TANCARVILLE;76430;;TANCARVILLE;49.4813646581,0.451857547923
80429;HENENCOURT;80300;;HENENCOURT;50.0036646587,2.56232754708
77030;BELLOT;77510;;BELLOT;48.8416858718,3.3240177722
89456;VILLEMANOCHE;89140;;VILLEMANOCHE;48.2957047033,3.16898800512
76693;LE TILLEUL;76790;;LE TILLEUL;49.6856822888,0.204465863098
80436;HESCAMPS;80290;AGNIERES;HESCAMPS;49.7288200657,1.87751507035
77045;BOUGLIGNY;77570;;BOUGLIGNY;48.1990049427,2.66712074887
89459;VILLENEUVE LA DONDAGRE;89150;;VILLENEUVE LA DONDAGRE;48.1413913646,3.13840843831
76698;TORCY LE PETIT;76590;;TORCY LE PETIT;49.8151632536,1.18043117883
80440;HIERMONT;80370;;HIERMONT;50.1998137547,2.07191019606
77067;CESSON;77240;;CESSON;48.5647346588,2.59524476663
89469;PERCENEIGE;89260;SOGNES;PERCENEIGE;48.3524100222,3.410424212
76699;LE TORP MESNIL;76560;;LE TORP MESNIL;49.7257071059,0.905083939964
80443;HORNOY LE BOURG;80640;GOUY L HOPITAL;HORNOY LE BOURG;49.8474299808,1.90289897698
77068;CESSOY EN MONTOIS;77520;;CESSOY EN MONTOIS;48.5073073046,3.13884419418
89472;VILLIERS ST BENOIT;89130;LA VILLOTTE;VILLIERS ST BENOIT;47.7820741656,3.22439167522
76700;TOTES;76890;;TOTES;49.6835299658,1.04261362963
80456;LAFRESGUIMONT ST MARTIN;80430;GUIBERMESNIL;LAFRESGUIMONT ST MARTIN;49.8233759898,1.81063672969
77070;CHAILLY EN BRIE;77120;;CHAILLY EN BRIE;48.7924119914,3.13372765274
89474;VILLIERS VINEUX;89360;;VILLIERS VINEUX;47.9423289612,3.82464741849
76705;TOURVILLE LA RIVIERE;76410;;TOURVILLE LA RIVIERE;49.3274627821,1.09185339831
80466;LANCHES ST HILAIRE;80620;;LANCHES ST HILAIRE;50.10029759,2.1457130224
77087;LA CHAPELLE IGER;77540;;LA CHAPELLE IGER;48.6514529209,2.99242283241
89475;VILLON;89740;;VILLON;47.8999233331,4.18645605887
76726;VATTETOT SUR MER;76111;;VATTETOT SUR MER;49.7227434222,0.286309367017
80493;LOUVENCOURT;80560;;LOUVENCOURT;50.0920247184,2.50525123119
77093;LA CHAPELLE MOUTILS;77320;MOUTILS;LA CHAPELLE MOUTILS;48.7774367045,3.38271618157
89479;VINCELOTTES;89290;;VINCELOTTES;47.7096174282,3.64165113268
76733;VENTES ST REMY;76680;;VENTES ST REMY;49.7116173858,1.300245377
80496;MACHIEL;80150;;MACHIEL;50.2721837623,1.83743610924
77098;CHATEAUBLEAU;77370;;CHATEAUBLEAU;48.5830851034,3.10857327047
89483;VOISINES;89260;;VOISINES;48.2541143686,3.41070498223
76734;VERGETOT;76280;;VERGETOT;49.6115922738,0.28186227301
80502;MAISON ROLAND;80135;;MAISON ROLAND;50.1283581508,2.02616048057
77102;CHATENOY;77167;;CHATENOY;48.2308781488,2.62712492954
90009;BEAUCOURT;90500;;BEAUCOURT;47.4866458822,6.92526796011
76736;VEULETTES SUR MER;76450;;VEULETTES SUR MER;49.8449825714,0.587479052642
80504;MALPART;80250;;MALPART;49.6935283012,2.49821322864
90028;COURTELEVANT;90100;;COURTELEVANT;47.5252208202,7.08505338248
76740;LA VIEUX RUE;76160;;LA VIEUX RUE;49.4963584129,1.24607289446
80507;MARCELCAVE;80800;;MARCELCAVE;49.8483821329,2.57064959188
90032;DANJOUTIN;90400;;DANJOUTIN;47.6179263286,6.86632266419
76743;VILLERS ECALLES;76360;;VILLERS ECALLES;49.5351967025,0.926845120481
80509;MARCHELEPOT MISERY;80200;MISERY;MARCHELEPOT MISERY;49.8310377933,2.86663557413
90043;FAVEROIS;90100;;FAVEROIS;47.5283156243,7.03649746611
76751;YEBLERON;76640;;YEBLERON;49.630973351,0.53381785323
80515;MARLERS;80290;;MARLERS;49.7590692522,1.85023209402
90048;FONTENELLE;90340;;FONTENELLE;47.6208281317,6.9563673377
76755;YPREVILLE BIVILLE;76540;;YPREVILLE BIVILLE;49.6944640581,0.530994381028
80516;MARQUAIX;80240;;MARQUAIX;49.9474555429,3.07462772499
90051;FROIDEFONTAINE;90140;;FROIDEFONTAINE;47.5634149229,6.95605250107
77001;ACHERES LA FORET;77760;;ACHERES LA FORET;48.348528561,2.56456686676
80519;MATIGNY;80400;;MATIGNY;49.7962902112,3.01279614004
90055;GROSNE;90100;;GROSNE;47.571197367,6.99460817647
77003;AMPONVILLE;77760;;AMPONVILLE;48.2874371683,2.53069073747
80520;MAUCOURT;80170;;MAUCOURT;49.7932635969,2.75234072333
90056;JONCHEREY;90100;;JONCHEREY;47.5329509014,7.01087011883
77004;ANDREZEL;77390;;ANDREZEL;48.6145967279,2.8066323497
80522;LE MAZIS;80430;;LE MAZIS;49.8721428808,1.76333185731
90070;MONTBOUTON;90500;;MONTBOUTON;47.4687777002,6.92638107495
77012;AUGERS EN BRIE;77560;;AUGERS EN BRIE;48.6668346631,3.35240178386
80524;MEHARICOURT;80170;;MEHARICOURT;49.7967919202,2.73103944446
90074;NOVILLARD;90340;;NOVILLARD;47.6050025795,6.96134299185
77014;AVON;77210;;AVON;48.4129699101,2.73351873997
80525;MEIGNEUX;80290;;MEIGNEUX;49.7668933468,1.89057664308
90086;ROMAGNY SOUS ROUGEMONT;90110;;ROMAGNY SOUS ROUGEMONT;47.7186718403,6.96636692216
77029;BEAUVOIR;77390;;BEAUVOIR;48.6420172822,2.86359124408
80527;MENESLIES;80520;;MENESLIES;50.0580071022,1.49366891391
90087;ROPPE;90380;;ROPPE;47.6791103202,6.91008918124
77036;BOISDON;77970;;BOISDON;48.6755736092,3.2262301193
80529;MERELESSART;80490;;MERELESSART;49.9721965697,1.84857479614
90096;THIANCOURT;90100;;THIANCOURT;47.5200971035,6.98091530541
77042;BOISSY LE CHATEL;77169;;BOISSY LE CHATEL;48.8253832401,3.13705190167
80549;MIRAUMONT;80300;;MIRAUMONT;50.1005697017,2.7276651357
90102;VESCEMONT;90200;;VESCEMONT;47.7533939016,6.85248119382
77043;BOITRON;77750;;BOITRON;48.8965868598,3.26188355205
80550;MIRVAUX;80260;;MIRVAUX;50.0030619644,2.3976230968
90103;VETRIGNE;90300;;VETRIGNE;47.6690986224,6.89453808576
77048;BOURRON MARLOTTE;77780;;BOURRON MARLOTTE;48.3352610776,2.70169993506
80554;MOLLIENS DREUIL;80540;;MOLLIENS DREUIL;49.8819204869,2.01098635745
91017;ANGERVILLIERS;91470;;ANGERVILLIERS;48.5911202876,2.05864904136
77051;BRAY SUR SEINE;77480;;BRAY SUR SEINE;48.4145972795,3.24389965363
80554;MOLLIENS DREUIL;80540;DREUIL LES MOLLIENS;MOLLIENS DREUIL;49.8819204869,2.01098635745
91027;ATHIS MONS;91200;;ATHIS MONS;48.7092445775,2.38660492325
77054;LA BROSSE MONTCEAUX;77940;;LA BROSSE MONTCEAUX;48.3389431289,3.02362728915
80558;MONSURES;80160;;MONSURES;49.7111155,2.16144716835
91035;AUTHON LA PLAINE;91410;;AUTHON LA PLAINE;48.4534137641,1.95677183334
77055;BROU SUR CHANTEREINE;77177;;BROU SUR CHANTEREINE;48.8901616457,2.63989859744
80560;MONTAUBAN DE PICARDIE;80300;;MONTAUBAN DE PICARDIE;50.007203585,2.78122270827
91041;AVRAINVILLE;91630;;AVRAINVILLE;48.5576520151,2.24428910412
77061;CANNES ECLUSE;77130;;CANNES ECLUSE;48.3640376731,2.99078667983
80566;FIEFFES MONTRELET;80670;;FIEFFES MONTRELET;50.0905993078,2.21690355063
91047;BAULNE;91590;;BAULNE;48.4949687726,2.38140884118
77063;LA CELLE SUR MORIN;77515;;LA CELLE SUR MORIN;48.7964965898,2.97175354301
80576;MOYENCOURT;80400;;MOYENCOURT;49.7241561473,2.94715623094
91067;BLANDY;91150;;BLANDY;48.3237539135,2.25785911069
77076;CHALMAISON;77650;;CHALMAISON;48.4901641224,3.25643675614
80577;MOYENCOURT LES POIX;80290;;MOYENCOURT LES POIX;49.7906225014,2.04096511821
91069;BOIGNEVILLE;91720;;BOIGNEVILLE;48.3281689535,2.36609167603
77080;CHAMPCENEST;77560;;CHAMPCENEST;48.6709207707,3.27677023622
80580;NAMPONT;80120;;NAMPONT ST MARTIN;50.3421619095,1.75242683099
91079;BOISSY LA RIVIERE;91690;;BOISSY LA RIVIERE;48.3824146625,2.17005086721
77082;CHAMPEAUX;77720;;CHAMPEAUX;48.5919791102,2.81118299659
80582;NAMPS MAISNIL;80290;NAMPS AU MONT;NAMPS MAISNIL;49.8061321479,2.1229976802
91109;BRIERES LES SCELLES;91150;;BRIERES LES SCELLES;48.4636769085,2.14290097216
77083;CHAMPS SUR MARNE;77420;;CHAMPS SUR MARNE;48.8483311726,2.59610325483
80582;NAMPS MAISNIL;80290;TAISNIL;NAMPS MAISNIL;49.8061321479,2.1229976802
91112;BROUY;91150;;BROUY;48.3264481207,2.28927890389
77089;LA CHAPELLE RABLAIS;77370;;LA CHAPELLE RABLAIS;48.5059176558,2.96075561449
80584;NAOURS;80260;;NAOURS;50.0451911173,2.28427416723
91122;BURES SUR YVETTE;91440;MONTJAY;BURES SUR YVETTE;48.6929979919,2.15838686116
77091;LES CHAPELLES BOURBON;77610;;LES CHAPELLES BOURBON;48.7435938293,2.83654734794
80591;NEUVILLE AU BOIS;80140;;NEUVILLE AU BOIS;49.9698929378,1.78327911421
91148;CHAUFFOUR LES ETRECHY;91580;;CHAUFFOUR LES ETRECHY;48.5078619555,2.16843822281
77093;LA CHAPELLE MOUTILS;77320;;LA CHAPELLE MOUTILS;48.7774367045,3.38271618157
80593;LA NEUVILLE LES BRAY;80340;;LA NEUVILLE LES BRAY;49.9221021673,2.72201276953
91201;DRAVEIL;91210;;DRAVEIL;48.6778413772,2.42197801862
77094;CHARMENTRAY;77410;;CHARMENTRAY;48.9509081872,2.77901265334
80598;NOUVION;80860;;NOUVION;50.2148554834,1.78036919239
91201;DRAVEIL;91210;MAINVILLE;DRAVEIL;48.6778413772,2.42197801862
77099;CHATEAU LANDON;77570;;CHATEAU LANDON;48.1483667558,2.69970869665
80601;NURLU;80240;;NURLU;50.0039174559,3.01506134636
91216;EPINAY SUR ORGE;91360;;EPINAY SUR ORGE;48.672618112,2.31834586071
77103;CHATILLON LA BORDE;77820;;CHATILLON LA BORDE;48.5377423569,2.82685181318
80614;OUTREBOIS;80600;;OUTREBOIS;50.169788556,2.25158068165
91226;ETRECHY;91580;;ETRECHY;48.4924832389,2.17928848122
77104;CHATRES;77610;;CHATRES;48.7127586287,2.8158417118
80621;HYPERCOURT;80320;PERTAIN;HYPERCOURT;49.8059761599,2.86900836707
91249;FORGES LES BAINS;91470;;FORGES LES BAINS;48.619866924,2.08295423107
80625;TROIS RIVIERES;80500;PIERREPONT SUR AVRE;TROIS RIVIERES;49.7068924487,2.5511767234
91293;GUIGNEVILLE SUR ESSONNE;91590;;GUIGNEVILLE SUR ESSONNE;48.4638589713,2.37103830296
80628;LE PLESSIER ROZAINVILLERS;80110;;LE PLESSIER ROZAINVILLERS;49.7515607752,2.55260260825
91312;IGNY;91430;GOMMONVILLIERS;IGNY;48.7362250613,2.22442021749
80630;POIX DE PICARDIE;80290;;POIX DE PICARDIE;49.7485829077,1.97952156568
91332;LEUDEVILLE;91630;;LEUDEVILLE;48.5707254105,2.32774257442
83072;LORGUES;83510;;LORGUES;43.4814630298,6.35892744946
80630;POIX DE PICARDIE;80290;LAHAYE ST ROMAIN;POIX DE PICARDIE;49.7485829077,1.97952156568
91345;LONGJUMEAU;91160;BALIZY;LONGJUMEAU;48.6900488045,2.30247056719
83074;LA MARTRE;83840;;LA MARTRE;43.76358635,6.59269594698
80644;PROYART;80340;;PROYART;49.8887503855,2.70543811348
91390;LE MEREVILLOIS;91660;MEREVILLE;LE MEREVILLOIS;48.3183780776,2.07369929257
83081;MONTAUROUX;83440;;MONTAUROUX;43.5990101065,6.78985995347
80648;PYS;80300;;PYS;50.0828866857,2.76242466587
91408;MOIGNY SUR ECOLE;91490;;MOIGNY SUR ECOLE;48.4371290941,2.43964124963
83082;MONTFERRAT;83131;;MONTFERRAT;43.6363885978,6.47846723467
80656;QUEVAUVILLERS;80710;;QUEVAUVILLERS;49.8160241079,2.07414071451
91425;MONTLHERY;91310;;MONTLHERY;48.6422562554,2.26812085232
83085;LA MOTTE;83920;;LA MOTTE;43.5078511168,6.55055399937
80669;RETHONVILLERS;80700;;RETHONVILLERS;49.7363046729,2.85528725127
91434;MORSANG SUR ORGE;91390;;MORSANG SUR ORGE;48.6562855194,2.35088739655
83100;PUGET VILLE;83390;;PUGET VILLE;43.2763475939,6.14893054109
80681;ROUVREL;80250;;ROUVREL;49.7678519085,2.41703713925
91473;ORVEAU;91590;;ORVEAU;48.4491758886,2.29666744574
83103;LE REVEST LES EAUX;83200;;LE REVEST LES EAUX;43.1824918424,5.94565392204
80695;SAILLY SAILLISEL;80360;;SAILLY SAILLISEL;50.0287843068,2.91254407561
91479;PARAY VIEILLE POSTE;91550;;PARAY VIEILLE POSTE;48.7241848219,2.3598349385
83106;ROCBARON;83136;;ROCBARON;43.3066686926,6.08361658334
80698;ST AUBIN MONTENOY;80540;;ST AUBIN MONTENOY;49.8419962428,2.00219471552
91495;PLESSIS ST BENOIST;91410;;PLESSIS ST BENOIST;48.4451994125,2.0030499524
83108;LA ROQUEBRUSSANNE;83136;;LA ROQUEBRUSSANNE;43.3371906607,5.9839377705
80701;ST CHRIST BRIOST;80200;;ST CHRIST BRIOST;49.8544622576,2.92524408101
91508;PUISELET LE MARAIS;91150;;PUISELET LE MARAIS;48.3993237404,2.26344473532
83118;ST RAPHAEL;83530;AGAY;ST RAPHAEL;43.4574625431,6.84734210398
80703;ST GERMAIN SUR BRESLE;80430;GUEMICOURT;ST GERMAIN SUR BRESLE;49.8268454979,1.74609362795
91533;SACLAS;91690;;SACLAS;48.3583856207,2.11333214124
83118;ST RAPHAEL;83530;ANTHEOR;ST RAPHAEL;43.4574625431,6.84734210398
80704;ST GRATIEN;80260;;ST GRATIEN;49.9651618881,2.4032049879
91534;SACLAY;91400;LE VAL D ALBIAN;SACLAY;48.7354339366,2.1663021309
83118;ST RAPHAEL;83530;LE TRAYAS;ST RAPHAEL;43.4574625431,6.84734210398
80713;ST QUENTIN EN TOURMONT;80120;;ST QUENTIN EN TOURMONT;50.2799548442,1.57689944614
91538;ST AUBIN;91190;;ST AUBIN;48.7149626666,2.1395315453
83122;LES SALLES SUR VERDON;83630;;LES SALLES SUR VERDON;43.7670142156,6.20652542725
80714;ST QUENTIN LA MOTTE CROIX AU BAILLY;80880;;ST QUENTIN LA MOTTE CROIX BAILLY;50.0736550841,1.45100118473
91538;ST AUBIN;91190;VILLERAS;ST AUBIN;48.7149626666,2.1395315453
83124;SEILLANS;83440;BROVES;SEILLANS;43.6466457482,6.61301408536
80726;SANCOURT;80400;;SANCOURT;49.770246414,3.0440886833
91546;ST CYR SOUS DOURDAN;91410;;ST CYR SOUS DOURDAN;48.5655061412,2.03782109729
83126;LA SEYNE SUR MER;83500;LES SABLETTES;LA SEYNE SUR MER;43.0880294967,5.87089841754
80742;SURCAMPS;80620;;SURCAMPS;50.0670190943,2.08374738527
91547;ST ESCOBILLE;91410;;ST ESCOBILLE;48.4224153678,1.95796421561
83132;SOLLIES VILLE;83210;;SOLLIES VILLE;43.1784166306,6.01726722545
80746;TALMAS;80260;;TALMAS;50.0411880308,2.34426626176
91573;ST PIERRE DU PERRAY;91280;;ST PIERRE DU PERRAY;48.6058282604,2.51614926696
83133;TANNERON;83440;;TANNERON;43.5748995232,6.85671079494
80756;THIEVRES;80560;;THIEVRES;50.1183859138,2.46138718753
91581;ST YON;91650;;ST YON;48.5610752043,2.19243577473
83143;LE VAL;83143;;LE VAL;43.4452384829,6.05179903767
80758;THORY;80250;;THORY;49.7199911827,2.43112270739
91589;SAVIGNY SUR ORGE;91600;;SAVIGNY SUR ORGE;48.684228392,2.34873862215
